binary_label,source_group,filename,duration_sec,sample_rate,mean_frame_energy,std_frame_energy,median_frame_energy,max_frame_energy,min_frame_energy,frame_energy_cv,avg_active_ratio,avg_silence_ratio,mean_rise_time,mean_decay_time,mean_energy_ratio_h_l,spectral_brightness,avg_rise_rate_all_bands,avg_fall_rate_all_bands,avg_smoothness_all_bands,mel_band_mean_0,mel_band_std_0,mel_band_rise_0,mel_band_fall_0,mel_band_mean_16,mel_band_std_16,mel_band_rise_16,mel_band_fall_16,mel_band_mean_32,mel_band_std_32,mel_band_rise_32,mel_band_fall_32,mel_band_mean_48,mel_band_std_48,mel_band_rise_48,mel_band_fall_48,mel_band_mean_63,mel_band_std_63,mel_band_rise_63,mel_band_fall_63
dog_bark,dog,194754-3-0-2_dog_0_aug_0.wav,2.0,16000,0.02235964288768462,0.032644337608706685,0.008084258933290074,0.1604443636986525,0.006687285369049945,1.459966859608779,0.797979797979798,0.202020202020202,0.17999999999999997,0.22,1.7638665391633013,3083.885214577726,0.10430917534350814,0.10434043604066684,0.47958586980909007,0.10009578730432009,0.0797802718440158,0.04080495949748056,0.04099497912383881,1.5816843383154822,3.2706650815313254,0.40756958142137717,0.4079063324245182,1.267962775121595,2.694048724509112,0.23611699392783164,0.23539167862582808,0.4747865184708051,0.11304474849235836,0.05800551778945637,0.05666416723471318,0.8146243262062326,0.1423477767248801,0.07443794101823716,0.07488473565295196
dog_bark,dog,kg_478_dog_barking_65_dog_0_aug_1.wav,2.0,16000,0.11473651441435279,0.06407163949746861,0.09459753951347376,0.4071461081621375,0.030457789536360514,0.5584241409503169,0.797979797979798,0.202020202020202,0.0,0.0,0.9355483727837015,2628.3852430160937,0.31243998590686656,0.3125030120272412,2.187010623900242,0.32023581153782027,0.2316797425642766,0.1196746812900149,0.12011627405634333,9.93294278853105,9.136267405305462,1.1503683605484505,1.112763843828505,1.3530360445254284,1.1574280918215778,0.21891841567900364,0.22151657344274533,2.0755506318298234,0.49845862754333425,0.2211951595248536,0.2278188169011205,3.6047317116909348,0.6752019798909342,0.3336262230717387,0.33455549368090803
dog_bark,dog,69661-3-0-23_dog_0_clean.wav,2.0,16000,0.12025613059818792,0.1431515703396498,0.03138833796294696,0.49298466119645473,0.004298272727362291,1.1903889608585732,0.797979797979798,0.202020202020202,0.05,0.18,1.4670004130670458,2364.8482682703025,0.7465350185941291,0.7107839385690231,22.18080571076968,0.011632596237658197,0.02495737318145569,0.005287364102656962,0.005316672336806902,0.4042271394136771,0.42634207138002694,0.09807780154230918,0.09531537318502088,2.566024314482837,4.1618617975307375,0.6805770424226091,0.673337648293342,3.574026986949208,5.781008267957707,0.6112081665454706,0.591157829494748,0.6094737480146095,0.9451435387712238,0.09560238977376104,0.09023800955578301
dog_bark,dog,97392-3-0-0_dog_0_aug_0.wav,2.0,16000,0.054424203749210545,0.09161863018198386,0.006927134902151461,0.3412488186804506,0.00016363821153862195,1.6834170069656342,0.797979797979798,0.202020202020202,0.05,0.17,0.4137186701082066,1596.4372879228154,0.25696321204008704,0.2569420356994339,4.410596119561596,0.005082830946009609,0.007580691915763237,0.0010311336837847838,0.0010295984292687712,0.7992670987345072,1.3595857688215638,0.17373300666435534,0.17372362497275187,2.2904855729320985,4.279308099734772,0.45166479794624254,0.4515745396362364,0.31629583206717876,0.589341274807327,0.04806888033354238,0.048070845078174475,0.1654626627429203,0.3011929813189489,0.027175561455358543,0.027173136355477245
dog_bark,dog,174026-3-1-0_dog_1_aug_0.wav,2.0,16000,0.01986486585014722,0.004994015715522274,0.01955530419129707,0.037489593556400753,0.010811450217530306,0.25139941810808974,0.797979797979798,0.202020202020202,0.0,0.0,0.4306820087494569,1741.2410334207923,0.08033078681168083,0.08030070790900684,0.09555879441442233,0.5792782331034158,0.45869421695861756,0.2574213887140873,0.25540736657972346,0.4357047950626691,0.19632527517653478,0.09796842697680055,0.09639492004070747,0.17479227709732423,0.059891619739047275,0.02989099688789315,0.030318413303662948,0.23583717696908407,0.07499542320804506,0.02986432369290521,0.030039049243241182,0.40084601643224177,0.09183321842116467,0.03351430507435678,0.033530275518033725
dog_bark,dog,kg_488_dog_barking_29_dog_0_aug_1.wav,2.0,16000,0.1872165537724875,0.08867373309489439,0.1552271415467714,0.45192347069317773,0.08623490511151895,0.4736425882652129,0.797979797979798,0.202020202020202,0.0,0.0,0.5527218770203156,2126.4361976086907,0.39764154161537446,0.4068556941467637,4.874474550212701,0.2776917855667363,0.2087182415398401,0.10437687713575719,0.10347524160570888,7.1404913832703345,13.664187582608307,1.599997722734738,1.607496069302222,1.4504897534233123,1.2055961866281588,0.26019483911640845,0.26869988245091925,2.049556342495335,0.4964413663415754,0.2296408746876002,0.2275610350008339,3.471666915499432,0.6334216063443366,0.2755656279005809,0.27634878599608237
dog_bark,dog,199261-3-0-4_dog_1_aug_1.wav,2.0,16000,0.024289733194211894,0.03295814947868818,0.010461271199120369,0.14161094142557268,0.00961060276190322,1.3568757307940262,0.797979797979798,0.202020202020202,0.0,0.0,2.7989124288081295,3557.548132267984,0.1405135404498266,0.1405180190541917,0.7258919591471941,0.11845464066121726,0.08681595180683598,0.04315987401979112,0.04308586162447125,1.503973391332537,3.703004189705293,0.31415912507999505,0.31382743843018934,0.7370959732621171,1.3409617944182803,0.13428669999770962,0.13461981449145025,0.8093051479989845,0.4020045975592113,0.1103123351243852,0.10989896737064474,1.271985347204173,0.23815164946354428,0.11867028317566139,0.11661131765835425
dog_bark,dog,dog-1000_dog_0_clean.wav,2.0,16000,0.16671055122898992,0.1085337532237432,0.1619796131744704,0.45633307188664995,0.005671334086466915,0.6510310980536778,0.797979797979798,0.202020202020202,0.05,0.0,0.16895347709259254,984.201432053926,0.43745304151891706,0.43709106868106595,9.531020460936823,0.02202676237471412,0.025248087387566596,0.008380154100366214,0.008565977654442142,0.5578752767811567,1.0450708588227313,0.13069673149689007,0.13058338636418487,1.883262004540362,4.316573749886409,0.532744202099673,0.5332380846130769,0.2671068856895927,0.49030479260931803,0.06330972901424167,0.0641802121302039,0.12915852604546876,0.1902692004478387,0.022920220872579593,0.02289654531672455
dog_bark,dog,kg_dog_barking_36_dog_1_clean.wav,2.0,16000,0.1585393620177693,0.02304765286381419,0.15705139696331094,0.22796749541089897,0.11567921739491023,0.14537495654379495,0.797979797979798,0.202020202020202,0.0,0.0,0.05447692412221666,865.7453627483856,0.09854190826347096,0.09691041785466009,0.35970737866875,0.02748966160245733,0.02251887265792199,0.011190566950202275,0.011027230342126606,5.514001760582984,3.324729920249834,0.3043065940669841,0.31715391990089375,0.3107405222726642,0.18537899123814694,0.025376236646051056,0.027143007486001555,0.21431173025734257,0.08714202341770698,0.022180778066640105,0.0216614184817426,0.15490648679083333,0.051298082650600534,0.014402058165232868,0.014796570003381741
dog_bark,dog,128470-3-0-5_dog_1_clean.wav,2.0,16000,0.05571839332789038,0.07438771523211184,0.031990720157710845,0.3947465894160676,0.00204757087195503,1.3350656899662674,0.797979797979798,0.202020202020202,0.36,0.63,0.36433869202196345,1418.9240716979293,0.2111597650595307,0.21100148159669088,3.4878841834496503,0.37670964337606333,0.37516699373873774,0.1744743486904752,0.17548221368206077,1.6645523862727534,3.216233760929091,0.3158700155243526,0.3151240624167293,1.3754101162653953,2.831702393667467,0.26423361248591193,0.2638726383470404,0.355094206321135,0.7713547943144323,0.049652137580924675,0.049983356442463746,0.13730582964745022,0.23158651243037714,0.02608408082688026,0.026167581637909342
